,geometry
249,"POLYGON ((233.375 45.875, 233.375 46.125, 233.125 46.125, 233.125 45.875, 233.375 45.875))"
250,"POLYGON ((233.625 45.875, 233.625 46.125, 233.375 46.125, 233.375 45.875, 233.625 45.875))"
251,"POLYGON ((233.875 45.875, 233.875 46.125, 233.625 46.125, 233.625 45.875, 233.875 45.875))"
252,"POLYGON ((234.125 45.875, 234.125 46.125, 233.875 46.125, 233.875 45.875, 234.125 45.875))"
253,"POLYGON ((234.375 45.875, 234.375 46.125, 234.125 46.125, 234.125 45.875, 234.375 45.875))"
254,"POLYGON ((234.625 45.875, 234.625 46.125, 234.375 46.125, 234.375 45.875, 234.625 45.875))"
255,"POLYGON ((234.875 45.875, 234.875 46.125, 234.625 46.125, 234.625 45.875, 234.875 45.875))"
256,"POLYGON ((235.125 45.875, 235.125 46.125, 234.875 46.125, 234.875 45.875, 235.125 45.875))"
257,"POLYGON ((235.375 45.875, 235.375 46.125, 235.125 46.125, 235.125 45.875, 235.375 45.875))"
258,"POLYGON ((235.625 45.875, 235.625 46.125, 235.375 46.125, 235.375 45.875, 235.625 45.875))"
259,"POLYGON ((235.875 45.875, 235.875 46.125, 235.625 46.125, 235.625 45.875, 235.875 45.875))"
260,"POLYGON ((236.125 45.875, 236.125 46.125, 235.875 46.125, 235.875 45.875, 236.125 45.875))"
261,"POLYGON ((236.375 45.875, 236.375 46.125, 236.125 46.125, 236.125 45.875, 236.375 45.875))"
262,"POLYGON ((236.625 45.875, 236.625 46.125, 236.375 46.125, 236.375 45.875, 236.625 45.875))"
263,"POLYGON ((236.875 45.875, 236.875 46.125, 236.625 46.125, 236.625 45.875, 236.875 45.875))"
264,"POLYGON ((237.125 45.875, 237.125 46.125, 236.875 46.125, 236.875 45.875, 237.125 45.875))"
265,"POLYGON ((237.375 45.875, 237.375 46.125, 237.125 46.125, 237.125 45.875, 237.375 45.875))"
266,"POLYGON ((237.625 45.875, 237.625 46.125, 237.375 46.125, 237.375 45.875, 237.625 45.875))"
267,"POLYGON ((237.875 45.875, 237.875 46.125, 237.625 46.125, 237.625 45.875, 237.875 45.875))"
268,"POLYGON ((238.125 45.875, 238.125 46.125, 237.875 46.125, 237.875 45.875, 238.125 45.875))"
269,"POLYGON ((238.375 45.875, 238.375 46.125, 238.125 46.125, 238.125 45.875, 238.375 45.875))"
270,"POLYGON ((238.625 45.875, 238.625 46.125, 238.375 46.125, 238.375 45.875, 238.625 45.875))"
271,"POLYGON ((238.875 45.875, 238.875 46.125, 238.625 46.125, 238.625 45.875, 238.875 45.875))"
272,"POLYGON ((239.125 45.875, 239.125 46.125, 238.875 46.125, 238.875 45.875, 239.125 45.875))"
273,"POLYGON ((239.375 45.875, 239.375 46.125, 239.125 46.125, 239.125 45.875, 239.375 45.875))"
274,"POLYGON ((239.625 45.875, 239.625 46.125, 239.375 46.125, 239.375 45.875, 239.625 45.875))"
275,"POLYGON ((239.875 45.875, 239.875 46.125, 239.625 46.125, 239.625 45.875, 239.875 45.875))"
276,"POLYGON ((240.125 45.875, 240.125 46.125, 239.875 46.125, 239.875 45.875, 240.125 45.875))"
277,"POLYGON ((240.375 45.875, 240.375 46.125, 240.125 46.125, 240.125 45.875, 240.375 45.875))"
278,"POLYGON ((240.625 45.875, 240.625 46.125, 240.375 46.125, 240.375 45.875, 240.625 45.875))"
279,"POLYGON ((240.875 45.875, 240.875 46.125, 240.625 46.125, 240.625 45.875, 240.875 45.875))"
280,"POLYGON ((241.125 45.875, 241.125 46.125, 240.875 46.125, 240.875 45.875, 241.125 45.875))"
281,"POLYGON ((241.375 45.875, 241.375 46.125, 241.125 46.125, 241.125 45.875, 241.375 45.875))"
282,"POLYGON ((241.625 45.875, 241.625 46.125, 241.375 46.125, 241.375 45.875, 241.625 45.875))"
283,"POLYGON ((241.875 45.875, 241.875 46.125, 241.625 46.125, 241.625 45.875, 241.875 45.875))"
284,"POLYGON ((242.125 45.875, 242.125 46.125, 241.875 46.125, 241.875 45.875, 242.125 45.875))"
285,"POLYGON ((242.375 45.875, 242.375 46.125, 242.125 46.125, 242.125 45.875, 242.375 45.875))"
286,"POLYGON ((242.625 45.875, 242.625 46.125, 242.375 46.125, 242.375 45.875, 242.625 45.875))"
287,"POLYGON ((242.875 45.875, 242.875 46.125, 242.625 46.125, 242.625 45.875, 242.875 45.875))"
288,"POLYGON ((243.125 45.875, 243.125 46.125, 242.875 46.125, 242.875 45.875, 243.125 45.875))"
289,"POLYGON ((243.375 45.875, 243.375 46.125, 243.125 46.125, 243.125 45.875, 243.375 45.875))"
290,"POLYGON ((243.625 45.875, 243.625 46.125, 243.375 46.125, 243.375 45.875, 243.625 45.875))"
291,"POLYGON ((243.875 45.875, 243.875 46.125, 243.625 46.125, 243.625 45.875, 243.875 45.875))"
292,"POLYGON ((244.125 45.875, 244.125 46.125, 243.875 46.125, 243.875 45.875, 244.125 45.875))"
293,"POLYGON ((244.375 45.875, 244.375 46.125, 244.125 46.125, 244.125 45.875, 244.375 45.875))"
294,"POLYGON ((244.625 45.875, 244.625 46.125, 244.375 46.125, 244.375 45.875, 244.625 45.875))"
295,"POLYGON ((244.875 45.875, 244.875 46.125, 244.625 46.125, 244.625 45.875, 244.875 45.875))"
296,"POLYGON ((245.125 45.875, 245.125 46.125, 244.875 46.125, 244.875 45.875, 245.125 45.875))"
297,"POLYGON ((245.375 45.875, 245.375 46.125, 245.125 46.125, 245.125 45.875, 245.375 45.875))"
298,"POLYGON ((245.625 45.875, 245.625 46.125, 245.375 46.125, 245.375 45.875, 245.625 45.875))"
299,"POLYGON ((245.875 45.875, 245.875 46.125, 245.625 46.125, 245.625 45.875, 245.875 45.875))"
300,"POLYGON ((246.125 45.875, 246.125 46.125, 245.875 46.125, 245.875 45.875, 246.125 45.875))"
301,"POLYGON ((246.375 45.875, 246.375 46.125, 246.125 46.125, 246.125 45.875, 246.375 45.875))"
302,"POLYGON ((246.625 45.875, 246.625 46.125, 246.375 46.125, 246.375 45.875, 246.625 45.875))"
303,"POLYGON ((246.875 45.875, 246.875 46.125, 246.625 46.125, 246.625 45.875, 246.875 45.875))"
304,"POLYGON ((247.125 45.875, 247.125 46.125, 246.875 46.125, 246.875 45.875, 247.125 45.875))"
305,"POLYGON ((247.375 45.875, 247.375 46.125, 247.125 46.125, 247.125 45.875, 247.375 45.875))"
306,"POLYGON ((247.625 45.875, 247.625 46.125, 247.375 46.125, 247.375 45.875, 247.625 45.875))"
307,"POLYGON ((247.875 45.875, 247.875 46.125, 247.625 46.125, 247.625 45.875, 247.875 45.875))"
308,"POLYGON ((248.125 45.875, 248.125 46.125, 247.875 46.125, 247.875 45.875, 248.125 45.875))"
309,"POLYGON ((248.375 45.875, 248.375 46.125, 248.125 46.125, 248.125 45.875, 248.375 45.875))"
310,"POLYGON ((248.625 45.875, 248.625 46.125, 248.375 46.125, 248.375 45.875, 248.625 45.875))"
311,"POLYGON ((248.875 45.875, 248.875 46.125, 248.625 46.125, 248.625 45.875, 248.875 45.875))"
312,"POLYGON ((249.125 45.875, 249.125 46.125, 248.875 46.125, 248.875 45.875, 249.125 45.875))"
313,"POLYGON ((249.375 45.875, 249.375 46.125, 249.125 46.125, 249.125 45.875, 249.375 45.875))"
314,"POLYGON ((249.625 45.875, 249.625 46.125, 249.375 46.125, 249.375 45.875, 249.625 45.875))"
315,"POLYGON ((249.875 45.875, 249.875 46.125, 249.625 46.125, 249.625 45.875, 249.875 45.875))"
316,"POLYGON ((250.125 45.875, 250.125 46.125, 249.875 46.125, 249.875 45.875, 250.125 45.875))"
317,"POLYGON ((250.375 45.875, 250.375 46.125, 250.125 46.125, 250.125 45.875, 250.375 45.875))"
318,"POLYGON ((250.625 45.875, 250.625 46.125, 250.375 46.125, 250.375 45.875, 250.625 45.875))"
319,"POLYGON ((250.875 45.875, 250.875 46.125, 250.625 46.125, 250.625 45.875, 250.875 45.875))"
320,"POLYGON ((251.125 45.875, 251.125 46.125, 250.875 46.125, 250.875 45.875, 251.125 45.875))"
321,"POLYGON ((251.375 45.875, 251.375 46.125, 251.125 46.125, 251.125 45.875, 251.375 45.875))"
322,"POLYGON ((251.625 45.875, 251.625 46.125, 251.375 46.125, 251.375 45.875, 251.625 45.875))"
323,"POLYGON ((251.875 45.875, 251.875 46.125, 251.625 46.125, 251.625 45.875, 251.875 45.875))"
324,"POLYGON ((252.125 45.875, 252.125 46.125, 251.875 46.125, 251.875 45.875, 252.125 45.875))"
325,"POLYGON ((252.375 45.875, 252.375 46.125, 252.125 46.125, 252.125 45.875, 252.375 45.875))"
326,"POLYGON ((252.625 45.875, 252.625 46.125, 252.375 46.125, 252.375 45.875, 252.625 45.875))"
327,"POLYGON ((252.875 45.875, 252.875 46.125, 252.625 46.125, 252.625 45.875, 252.875 45.875))"
328,"POLYGON ((253.125 45.875, 253.125 46.125, 252.875 46.125, 252.875 45.875, 253.125 45.875))"
329,"POLYGON ((253.375 45.875, 253.375 46.125, 253.125 46.125, 253.125 45.875, 253.375 45.875))"
330,"POLYGON ((253.625 45.875, 253.625 46.125, 253.375 46.125, 253.375 45.875, 253.625 45.875))"
331,"POLYGON ((253.875 45.875, 253.875 46.125, 253.625 46.125, 253.625 45.875, 253.875 45.875))"
332,"POLYGON ((254.125 45.875, 254.125 46.125, 253.875 46.125, 253.875 45.875, 254.125 45.875))"
333,"POLYGON ((254.375 45.875, 254.375 46.125, 254.125 46.125, 254.125 45.875, 254.375 45.875))"
334,"POLYGON ((254.625 45.875, 254.625 46.125, 254.375 46.125, 254.375 45.875, 254.625 45.875))"
335,"POLYGON ((254.875 45.875, 254.875 46.125, 254.625 46.125, 254.625 45.875, 254.875 45.875))"
336,"POLYGON ((255.125 45.875, 255.125 46.125, 254.875 46.125, 254.875 45.875, 255.125 45.875))"
337,"POLYGON ((255.375 45.875, 255.375 46.125, 255.125 46.125, 255.125 45.875, 255.375 45.875))"
338,"POLYGON ((255.625 45.875, 255.625 46.125, 255.375 46.125, 255.375 45.875, 255.625 45.875))"
339,"POLYGON ((255.875 45.875, 255.875 46.125, 255.625 46.125, 255.625 45.875, 255.875 45.875))"
340,"POLYGON ((256.125 45.875, 256.125 46.125, 255.875 46.125, 255.875 45.875, 256.125 45.875))"
341,"POLYGON ((256.375 45.875, 256.375 46.125, 256.125 46.125, 256.125 45.875, 256.375 45.875))"
342,"POLYGON ((256.625 45.875, 256.625 46.125, 256.375 46.125, 256.375 45.875, 256.625 45.875))"
343,"POLYGON ((256.875 45.875, 256.875 46.125, 256.625 46.125, 256.625 45.875, 256.875 45.875))"
344,"POLYGON ((257.125 45.875, 257.125 46.125, 256.875 46.125, 256.875 45.875, 257.125 45.875))"
345,"POLYGON ((257.375 45.875, 257.375 46.125, 257.125 46.125, 257.125 45.875, 257.375 45.875))"
346,"POLYGON ((257.625 45.875, 257.625 46.125, 257.375 46.125, 257.375 45.875, 257.625 45.875))"
347,"POLYGON ((257.875 45.875, 257.875 46.125, 257.625 46.125, 257.625 45.875, 257.875 45.875))"
348,"POLYGON ((258.125 45.875, 258.125 46.125, 257.875 46.125, 257.875 45.875, 258.125 45.875))"
349,"POLYGON ((258.375 45.875, 258.375 46.125, 258.125 46.125, 258.125 45.875, 258.375 45.875))"
350,"POLYGON ((258.625 45.875, 258.625 46.125, 258.375 46.125, 258.375 45.875, 258.625 45.875))"
351,"POLYGON ((258.875 45.875, 258.875 46.125, 258.625 46.125, 258.625 45.875, 258.875 45.875))"
352,"POLYGON ((259.125 45.875, 259.125 46.125, 258.875 46.125, 258.875 45.875, 259.125 45.875))"
353,"POLYGON ((259.375 45.875, 259.375 46.125, 259.125 46.125, 259.125 45.875, 259.375 45.875))"
354,"POLYGON ((259.625 45.875, 259.625 46.125, 259.375 46.125, 259.375 45.875, 259.625 45.875))"
355,"POLYGON ((259.875 45.875, 259.875 46.125, 259.625 46.125, 259.625 45.875, 259.875 45.875))"
356,"POLYGON ((260.125 45.875, 260.125 46.125, 259.875 46.125, 259.875 45.875, 260.125 45.875))"
357,"POLYGON ((260.375 45.875, 260.375 46.125, 260.125 46.125, 260.125 45.875, 260.375 45.875))"
358,"POLYGON ((260.625 45.875, 260.625 46.125, 260.375 46.125, 260.375 45.875, 260.625 45.875))"
359,"POLYGON ((260.875 45.875, 260.875 46.125, 260.625 46.125, 260.625 45.875, 260.875 45.875))"
360,"POLYGON ((261.125 45.875, 261.125 46.125, 260.875 46.125, 260.875 45.875, 261.125 45.875))"
361,"POLYGON ((171.125 46.125, 171.125 46.375, 170.875 46.375, 170.875 46.125, 171.125 46.125))"
362,"POLYGON ((171.375 46.125, 171.375 46.375, 171.125 46.375, 171.125 46.125, 171.375 46.125))"
363,"POLYGON ((171.625 46.125, 171.625 46.375, 171.375 46.375, 171.375 46.125, 171.625 46.125))"
364,"POLYGON ((171.875 46.125, 171.875 46.375, 171.625 46.375, 171.625 46.125, 171.875 46.125))"
365,"POLYGON ((172.125 46.125, 172.125 46.375, 171.875 46.375, 171.875 46.125, 172.125 46.125))"
366,"POLYGON ((172.375 46.125, 172.375 46.375, 172.125 46.375, 172.125 46.125, 172.375 46.125))"
367,"POLYGON ((172.625 46.125, 172.625 46.375, 172.375 46.375, 172.375 46.125, 172.625 46.125))"
368,"POLYGON ((172.875 46.125, 172.875 46.375, 172.625 46.375, 172.625 46.125, 172.875 46.125))"
369,"POLYGON ((173.125 46.125, 173.125 46.375, 172.875 46.375, 172.875 46.125, 173.125 46.125))"
370,"POLYGON ((173.375 46.125, 173.375 46.375, 173.125 46.375, 173.125 46.125, 173.375 46.125))"
371,"POLYGON ((173.625 46.125, 173.625 46.375, 173.375 46.375, 173.375 46.125, 173.625 46.125))"
372,"POLYGON ((173.875 46.125, 173.875 46.375, 173.625 46.375, 173.625 46.125, 173.875 46.125))"
373,"POLYGON ((174.125 46.125, 174.125 46.375, 173.875 46.375, 173.875 46.125, 174.125 46.125))"
374,"POLYGON ((174.375 46.125, 174.375 46.375, 174.125 46.375, 174.125 46.125, 174.375 46.125))"
375,"POLYGON ((174.625 46.125, 174.625 46.375, 174.375 46.375, 174.375 46.125, 174.625 46.125))"
376,"POLYGON ((174.875 46.125, 174.875 46.375, 174.625 46.375, 174.625 46.125, 174.875 46.125))"
377,"POLYGON ((175.125 46.125, 175.125 46.375, 174.875 46.375, 174.875 46.125, 175.125 46.125))"
378,"POLYGON ((175.375 46.125, 175.375 46.375, 175.125 46.375, 175.125 46.125, 175.375 46.125))"
379,"POLYGON ((175.625 46.125, 175.625 46.375, 175.375 46.375, 175.375 46.125, 175.625 46.125))"
380,"POLYGON ((175.875 46.125, 175.875 46.375, 175.625 46.375, 175.625 46.125, 175.875 46.125))"
381,"POLYGON ((176.125 46.125, 176.125 46.375, 175.875 46.375, 175.875 46.125, 176.125 46.125))"
382,"POLYGON ((176.375 46.125, 176.375 46.375, 176.125 46.375, 176.125 46.125, 176.375 46.125))"
383,"POLYGON ((176.625 46.125, 176.625 46.375, 176.375 46.375, 176.375 46.125, 176.625 46.125))"
384,"POLYGON ((176.875 46.125, 176.875 46.375, 176.625 46.375, 176.625 46.125, 176.875 46.125))"
385,"POLYGON ((177.125 46.125, 177.125 46.375, 176.875 46.375, 176.875 46.125, 177.125 46.125))"
386,"POLYGON ((177.375 46.125, 177.375 46.375, 177.125 46.375, 177.125 46.125, 177.375 46.125))"
387,"POLYGON ((177.625 46.125, 177.625 46.375, 177.375 46.375, 177.375 46.125, 177.625 46.125))"
388,"POLYGON ((177.875 46.125, 177.875 46.375, 177.625 46.375, 177.625 46.125, 177.875 46.125))"
389,"POLYGON ((178.125 46.125, 178.125 46.375, 177.875 46.375, 177.875 46.125, 178.125 46.125))"
390,"POLYGON ((178.375 46.125, 178.375 46.375, 178.125 46.375, 178.125 46.125, 178.375 46.125))"
391,"POLYGON ((178.625 46.125, 178.625 46.375, 178.375 46.375, 178.375 46.125, 178.625 46.125))"
392,"POLYGON ((178.875 46.125, 178.875 46.375, 178.625 46.375, 178.625 46.125, 178.875 46.125))"
393,"POLYGON ((179.125 46.125, 179.125 46.375, 178.875 46.375, 178.875 46.125, 179.125 46.125))"
394,"POLYGON ((179.375 46.125, 179.375 46.375, 179.125 46.375, 179.125 46.125, 179.375 46.125))"
395,"POLYGON ((179.625 46.125, 179.625 46.375, 179.375 46.375, 179.375 46.125, 179.625 46.125))"
396,"POLYGON ((179.875 46.125, 179.875 46.375, 179.625 46.375, 179.625 46.125, 179.875 46.125))"
397,"POLYGON ((180.125 46.125, 180.125 46.375, 179.875 46.375, 179.875 46.125, 180.125 46.125))"
398,"POLYGON ((180.375 46.125, 180.375 46.375, 180.125 46.375, 180.125 46.125, 180.375 46.125))"
399,"POLYGON ((180.625 46.125, 180.625 46.375, 180.375 46.375, 180.375 46.125, 180.625 46.125))"
400,"POLYGON ((180.875 46.125, 180.875 46.375, 180.625 46.375, 180.625 46.125, 180.875 46.125))"
401,"POLYGON ((181.125 46.125, 181.125 46.375, 180.875 46.375, 180.875 46.125, 181.125 46.125))"
402,"POLYGON ((181.375 46.125, 181.375 46.375, 181.125 46.375, 181.125 46.125, 181.375 46.125))"
403,"POLYGON ((181.625 46.125, 181.625 46.375, 181.375 46.375, 181.375 46.125, 181.625 46.125))"
404,"POLYGON ((181.875 46.125, 181.875 46.375, 181.625 46.375, 181.625 46.125, 181.875 46.125))"
405,"POLYGON ((182.125 46.125, 182.125 46.375, 181.875 46.375, 181.875 46.125, 182.125 46.125))"
406,"POLYGON ((182.375 46.125, 182.375 46.375, 182.125 46.375, 182.125 46.125, 182.375 46.125))"
407,"POLYGON ((182.625 46.125, 182.625 46.375, 182.375 46.375, 182.375 46.125, 182.625 46.125))"
408,"POLYGON ((182.875 46.125, 182.875 46.375, 182.625 46.375, 182.625 46.125, 182.875 46.125))"
409,"POLYGON ((183.125 46.125, 183.125 46.375, 182.875 46.375, 182.875 46.125, 183.125 46.125))"
410,"POLYGON ((183.375 46.125, 183.375 46.375, 183.125 46.375, 183.125 46.125, 183.375 46.125))"
411,"POLYGON ((183.625 46.125, 183.625 46.375, 183.375 46.375, 183.375 46.125, 183.625 46.125))"
412,"POLYGON ((183.875 46.125, 183.875 46.375, 183.625 46.375, 183.625 46.125, 183.875 46.125))"
413,"POLYGON ((184.125 46.125, 184.125 46.375, 183.875 46.375, 183.875 46.125, 184.125 46.125))"
414,"POLYGON ((184.375 46.125, 184.375 46.375, 184.125 46.375, 184.125 46.125, 184.375 46.125))"
415,"POLYGON ((184.625 46.125, 184.625 46.375, 184.375 46.375, 184.375 46.125, 184.625 46.125))"
416,"POLYGON ((184.875 46.125, 184.875 46.375, 184.625 46.375, 184.625 46.125, 184.875 46.125))"
417,"POLYGON ((185.125 46.125, 185.125 46.375, 184.875 46.375, 184.875 46.125, 185.125 46.125))"
418,"POLYGON ((185.375 46.125, 185.375 46.375, 185.125 46.375, 185.125 46.125, 185.375 46.125))"
419,"POLYGON ((185.625 46.125, 185.625 46.375, 185.375 46.375, 185.375 46.125, 185.625 46.125))"
420,"POLYGON ((185.875 46.125, 185.875 46.375, 185.625 46.375, 185.625 46.125, 185.875 46.125))"
421,"POLYGON ((186.125 46.125, 186.125 46.375, 185.875 46.375, 185.875 46.125, 186.125 46.125))"
422,"POLYGON ((186.375 46.125, 186.375 46.375, 186.125 46.375, 186.125 46.125, 186.375 46.125))"
423,"POLYGON ((186.625 46.125, 186.625 46.375, 186.375 46.375, 186.375 46.125, 186.625 46.125))"
424,"POLYGON ((186.875 46.125, 186.875 46.375, 186.625 46.375, 186.625 46.125, 186.875 46.125))"
425,"POLYGON ((187.125 46.125, 187.125 46.375, 186.875 46.375, 186.875 46.125, 187.125 46.125))"
426,"POLYGON ((187.375 46.125, 187.375 46.375, 187.125 46.375, 187.125 46.125, 187.375 46.125))"
427,"POLYGON ((187.625 46.125, 187.625 46.375, 187.375 46.375, 187.375 46.125, 187.625 46.125))"
428,"POLYGON ((187.875 46.125, 187.875 46.375, 187.625 46.375, 187.625 46.125, 187.875 46.125))"
429,"POLYGON ((188.125 46.125, 188.125 46.375, 187.875 46.375, 187.875 46.125, 188.125 46.125))"
430,"POLYGON ((188.375 46.125, 188.375 46.375, 188.125 46.375, 188.125 46.125, 188.375 46.125))"
431,"POLYGON ((188.625 46.125, 188.625 46.375, 188.375 46.375, 188.375 46.125, 188.625 46.125))"
432,"POLYGON ((188.875 46.125, 188.875 46.375, 188.625 46.375, 188.625 46.125, 188.875 46.125))"
433,"POLYGON ((189.125 46.125, 189.125 46.375, 188.875 46.375, 188.875 46.125, 189.125 46.125))"
434,"POLYGON ((189.375 46.125, 189.375 46.375, 189.125 46.375, 189.125 46.125, 189.375 46.125))"
435,"POLYGON ((189.625 46.125, 189.625 46.375, 189.375 46.375, 189.375 46.125, 189.625 46.125))"
436,"POLYGON ((189.875 46.125, 189.875 46.375, 189.625 46.375, 189.625 46.125, 189.875 46.125))"
437,"POLYGON ((190.125 46.125, 190.125 46.375, 189.875 46.375, 189.875 46.125, 190.125 46.125))"
438,"POLYGON ((190.375 46.125, 190.375 46.375, 190.125 46.375, 190.125 46.125, 190.375 46.125))"
439,"POLYGON ((190.625 46.125, 190.625 46.375, 190.375 46.375, 190.375 46.125, 190.625 46.125))"
440,"POLYGON ((190.875 46.125, 190.875 46.375, 190.625 46.375, 190.625 46.125, 190.875 46.125))"
441,"POLYGON ((191.125 46.125, 191.125 46.375, 190.875 46.375, 190.875 46.125, 191.125 46.125))"
442,"POLYGON ((191.375 46.125, 191.375 46.375, 191.125 46.375, 191.125 46.125, 191.375 46.125))"
443,"POLYGON ((191.625 46.125, 191.625 46.375, 191.375 46.375, 191.375 46.125, 191.625 46.125))"
444,"POLYGON ((191.875 46.125, 191.875 46.375, 191.625 46.375, 191.625 46.125, 191.875 46.125))"
445,"POLYGON ((192.125 46.125, 192.125 46.375, 191.875 46.375, 191.875 46.125, 192.125 46.125))"
446,"POLYGON ((192.375 46.125, 192.375 46.375, 192.125 46.375, 192.125 46.125, 192.375 46.125))"
447,"POLYGON ((192.625 46.125, 192.625 46.375, 192.375 46.375, 192.375 46.125, 192.625 46.125))"
448,"POLYGON ((192.875 46.125, 192.875 46.375, 192.625 46.375, 192.625 46.125, 192.875 46.125))"
449,"POLYGON ((193.125 46.125, 193.125 46.375, 192.875 46.375, 192.875 46.125, 193.125 46.125))"
450,"POLYGON ((193.375 46.125, 193.375 46.375, 193.125 46.375, 193.125 46.125, 193.375 46.125))"
451,"POLYGON ((193.625 46.125, 193.625 46.375, 193.375 46.375, 193.375 46.125, 193.625 46.125))"
452,"POLYGON ((193.875 46.125, 193.875 46.375, 193.625 46.375, 193.625 46.125, 193.875 46.125))"
453,"POLYGON ((194.125 46.125, 194.125 46.375, 193.875 46.375, 193.875 46.125, 194.125 46.125))"
454,"POLYGON ((194.375 46.125, 194.375 46.375, 194.125 46.375, 194.125 46.125, 194.375 46.125))"
455,"POLYGON ((194.625 46.125, 194.625 46.375, 194.375 46.375, 194.375 46.125, 194.625 46.125))"
456,"POLYGON ((194.875 46.125, 194.875 46.375, 194.625 46.375, 194.625 46.125, 194.875 46.125))"
457,"POLYGON ((195.125 46.125, 195.125 46.375, 194.875 46.375, 194.875 46.125, 195.125 46.125))"
458,"POLYGON ((195.375 46.125, 195.375 46.375, 195.125 46.375, 195.125 46.125, 195.375 46.125))"
459,"POLYGON ((195.625 46.125, 195.625 46.375, 195.375 46.375, 195.375 46.125, 195.625 46.125))"
460,"POLYGON ((195.875 46.125, 195.875 46.375, 195.625 46.375, 195.625 46.125, 195.875 46.125))"
461,"POLYGON ((196.125 46.125, 196.125 46.375, 195.875 46.375, 195.875 46.125, 196.125 46.125))"
462,"POLYGON ((196.375 46.125, 196.375 46.375, 196.125 46.375, 196.125 46.125, 196.375 46.125))"
463,"POLYGON ((196.625 46.125, 196.625 46.375, 196.375 46.375, 196.375 46.125, 196.625 46.125))"
464,"POLYGON ((196.875 46.125, 196.875 46.375, 196.625 46.375, 196.625 46.125, 196.875 46.125))"
